id,base_model
TheBloke/open-instruct-human-mix-65B-GPTQ,allenai/open-instruct-human-mix-65b
TheBloke/open-instruct-human-mix-65B-AWQ,allenai/open-instruct-human-mix-65b
allenai/specter2_aug2023refresh_classification,allenai/scibert_scivocab_uncased
allenai/specter2_aug2023refresh_adhoc_query,allenai/scibert_scivocab_uncased
allenai/specter2_aug2023refresh,allenai/scibert_scivocab_uncased
allenai/specter2_aug2023refresh_base,allenai/scibert_scivocab_uncased
allenai/specter2_aug2023refresh_regression,allenai/scibert_scivocab_uncased
allenai/specter2_base,allenai/scibert_scivocab_uncased
allenai/specter2_regression,allenai/scibert_scivocab_uncased
allenai/specter2_adhoc_query,allenai/scibert_scivocab_uncased
allenai/specter2,allenai/scibert_scivocab_uncased
allenai/specter2_classification,allenai/scibert_scivocab_uncased
Goutham-Vignesh/ContributionSentClassification-scibert,allenai/scibert_scivocab_uncased
semaj83/scibert_finetuned_ctmatch,allenai/scibert_scivocab_uncased
AshutoshAdhikari/rsclf-scibert-improved,allenai/scibert_scivocab_uncased
TheBloke/tulu-13B-GGUF,allenai/tulu-13b
TheBloke/tulu-13B-AWQ,allenai/tulu-13b
TheBloke/tulu-13B-GPTQ,allenai/tulu-13b
interneuronai/az-tulu,allenai/tulu-13b
TheBloke/tulu-2-13B-AWQ,allenai/tulu-2-13b
TheBloke/tulu-2-13B-GPTQ,allenai/tulu-2-13b
TheBloke/tulu-2-13B-GGUF,allenai/tulu-2-13b
TheBloke/tulu-2-70B-AWQ,allenai/tulu-2-70b
TheBloke/tulu-2-70B-GGUF,allenai/tulu-2-70b
TheBloke/tulu-2-70B-GPTQ,allenai/tulu-2-70b
TheBloke/tulu-2-7B-GPTQ,allenai/tulu-2-7b
TheBloke/tulu-2-7B-GGUF,allenai/tulu-2-7b
TheBloke/tulu-2-7B-AWQ,allenai/tulu-2-7b
TheBloke/tulu-2-dpo-13B-GPTQ,allenai/tulu-2-dpo-13b
TheBloke/tulu-2-dpo-13B-AWQ,allenai/tulu-2-dpo-13b
TheBloke/tulu-2-dpo-13B-GGUF,allenai/tulu-2-dpo-13b
MaziyarPanahi/tulu-2-dpo-13b-GGUF,allenai/tulu-2-dpo-13b
RichardErkhov/allenai_-_tulu-2-dpo-13b-gguf,allenai/tulu-2-dpo-13b/
TheBloke/tulu-2-dpo-70B-GPTQ,allenai/tulu-2-dpo-70b
TheBloke/tulu-2-dpo-70B-GGUF,allenai/tulu-2-dpo-70b
TheBloke/tulu-2-dpo-70B-AWQ,allenai/tulu-2-dpo-70b
RichardErkhov/allenai_-_tulu-2-dpo-70b-gguf,allenai/tulu-2-dpo-70b/
TheBloke/tulu-2-dpo-7B-GPTQ,allenai/tulu-2-dpo-7b
TheBloke/tulu-2-dpo-7B-AWQ,allenai/tulu-2-dpo-7b
TheBloke/tulu-2-dpo-7B-GGUF,allenai/tulu-2-dpo-7b
TheBloke/tulu-30B-GGUF,allenai/tulu-30b
TheBloke/tulu-30B-AWQ,allenai/tulu-30b
TheBloke/tulu-30B-GPTQ,allenai/tulu-30b
TheBloke/tulu-7B-GGUF,allenai/tulu-7b
TheBloke/tulu-7B-AWQ,allenai/tulu-7b
TheBloke/tulu-7B-GPTQ,allenai/tulu-7b
RichardErkhov/allenai_-_tulu-v2.5-dpo-13b-argilla-orca-pairs-gguf,allenai/tulu-v2.5-dpo-13b-argilla-orca-pairs/
RichardErkhov/allenai_-_tulu-v2.5-dpo-13b-uf-mean-gguf,allenai/tulu-v2.5-dpo-13b-uf-mean/
RichardErkhov/allganize_-_Llama-3-Alpha-Ko-8B-Evo-gguf,allganize/Llama-3-Alpha-Ko-8B-Evo/
RichardErkhov/allganize_-_Llama-3-Alpha-Ko-8B-Instruct-gguf,allganize/Llama-3-Alpha-Ko-8B-Instruct/
RichardErkhov/allknowingroger_-_BigQwen2.5-52B-gguf,allknowingroger/BigQwen2.5-52B/
RichardErkhov/allknowingroger_-_blossom-40B-gguf,allknowingroger/blossom-40B/
RichardErkhov/allknowingroger_-_Calmex26merge-12B-MoE-gguf,allknowingroger/Calmex26merge-12B-MoE/
RichardErkhov/allknowingroger_-_CalmExperiment-7B-slerp-4bits,allknowingroger/CalmExperiment-7B-slerp/
RichardErkhov/allknowingroger_-_CalmExperiment-7B-slerp-8bits,allknowingroger/CalmExperiment-7B-slerp/
RichardErkhov/allknowingroger_-_CalmExperiment-7B-slerp-gguf,allknowingroger/CalmExperiment-7B-slerp/
RichardErkhov/allknowingroger_-_CeptrixBeagle-12B-MoE-gguf,allknowingroger/CeptrixBeagle-12B-MoE/
RichardErkhov/allknowingroger_-_Chocolatine-24B-gguf,allknowingroger/Chocolatine-24B/
RichardErkhov/allknowingroger_-_DelexaMultiverse-12B-MoE-gguf,allknowingroger/DelexaMultiverse-12B-MoE/
RichardErkhov/allknowingroger_-_DolphinChat-7B-slerp-gguf,allknowingroger/DolphinChat-7B-slerp/
MaziyarPanahi/Heart_Stolen-8B-task-GGUF,allknowingroger/Heart_Stolen-8B-task
RichardErkhov/allknowingroger_-_Jallabi-40B-gguf,allknowingroger/Jallabi-40B/
RichardErkhov/allknowingroger_-_Llama3.1-60B-gguf,allknowingroger/Llama3.1-60B/
RichardErkhov/allknowingroger_-_Llama3merge5-gguf,allknowingroger/Llama3merge5/
RichardErkhov/allknowingroger_-_llama3Yi-40B-gguf,allknowingroger/llama3Yi-40B/
RichardErkhov/allknowingroger_-_M7-8B-passthrough-gguf,allknowingroger/M7-8B-passthrough/
RichardErkhov/allknowingroger_-_M7merge-7B-slerp-gguf,allknowingroger/M7merge-7B-slerp/
RichardErkhov/allknowingroger_-_MixTaoTruthful-13B-slerp-gguf,allknowingroger/MixTaoTruthful-13B-slerp/
RichardErkhov/allknowingroger_-_MultiMash-12B-slerp-gguf,allknowingroger/MultiMash-12B-slerp/
RichardErkhov/allknowingroger_-_MultiMash10-13B-slerp-gguf,allknowingroger/MultiMash10-13B-slerp/
RichardErkhov/allknowingroger_-_MultiMash11-13B-slerp-gguf,allknowingroger/MultiMash11-13B-slerp/
RichardErkhov/allknowingroger_-_MultiMash12-13B-slerp-gguf,allknowingroger/MultiMash12-13B-slerp/
RichardErkhov/allknowingroger_-_MultiMash2-12B-slerp-gguf,allknowingroger/MultiMash2-12B-slerp/
RichardErkhov/allknowingroger_-_Multimash3-12B-slerp-gguf,allknowingroger/Multimash3-12B-slerp/
RichardErkhov/allknowingroger_-_MultiMash5-12B-slerp-gguf,allknowingroger/MultiMash5-12B-slerp/
RichardErkhov/allknowingroger_-_MultiMash6-12B-slerp-gguf,allknowingroger/MultiMash6-12B-slerp/
RichardErkhov/allknowingroger_-_MultiMash7-12B-slerp-gguf,allknowingroger/MultiMash7-12B-slerp/
RichardErkhov/allknowingroger_-_MultiMash8-13B-slerp-gguf,allknowingroger/MultiMash8-13B-slerp/
RichardErkhov/allknowingroger_-_MultiMash9-13B-slerp-gguf,allknowingroger/MultiMash9-13B-slerp/
RichardErkhov/allknowingroger_-_MultiverseBuddy-15B-MoE-gguf,allknowingroger/MultiverseBuddy-15B-MoE/
RichardErkhov/allknowingroger_-_MultiverseEx26-7B-slerp-gguf,allknowingroger/MultiverseEx26-7B-slerp/
RichardErkhov/allknowingroger_-_MultiverseEx26-Neurallaymons-12B-MoE-gguf,allknowingroger/MultiverseEx26-Neurallaymons-12B-MoE/
RichardErkhov/allknowingroger_-_MultiverseMath-12B-MoE-gguf,allknowingroger/MultiverseMath-12B-MoE/
RichardErkhov/allknowingroger_-_NeuralDolphin-7B-slerp-gguf,allknowingroger/NeuralDolphin-7B-slerp/
RichardErkhov/allknowingroger_-_Neuraljack-12B-MoE-gguf,allknowingroger/Neuraljack-12B-MoE/
RichardErkhov/allknowingroger_-_Neuralmaath-12B-MoE-gguf,allknowingroger/Neuralmaath-12B-MoE/
RichardErkhov/allknowingroger_-_Ph3della5-14B-gguf,allknowingroger/Ph3della5-14B/
RichardErkhov/allknowingroger_-_Ph3task1-14B-gguf,allknowingroger/Ph3task1-14B/
RichardErkhov/allknowingroger_-_Platapus-Orca-13B-gguf,allknowingroger/Platapus-Orca-13B/
RichardErkhov/allknowingroger_-_Qwen2.5-slerp-14B-gguf,allknowingroger/Qwen2.5-slerp-14B/
RichardErkhov/allknowingroger_-_ROGERphi-7B-slerp-gguf,allknowingroger/ROGERphi-7B-slerp/
RichardErkhov/allknowingroger_-_RogerWizard-12B-MoE-gguf,allknowingroger/RogerWizard-12B-MoE/
RichardErkhov/allknowingroger_-_StarlingDolphin-7B-slerp-gguf,allknowingroger/StarlingDolphin-7B-slerp/
RichardErkhov/allknowingroger_-_Weirdslerp2-25B-gguf,allknowingroger/Weirdslerp2-25B/
RichardErkhov/allknowingroger_-_WestLakeLaser-12B-MoE-gguf,allknowingroger/WestLakeLaser-12B-MoE/
RichardErkhov/allknowingroger_-_WestLakeMultiverse-12B-MoE-gguf,allknowingroger/WestLakeMultiverse-12B-MoE/
solidrust/YamMaths-7B-slerp-AWQ,allknowingroger/YamMaths-7B-slerp
RichardErkhov/allknowingroger_-_Yi-pass-40B-gguf,allknowingroger/Yi-pass-40B/
RichardErkhov/allknowingroger_-_YiSM-blossom5.1-40B-gguf,allknowingroger/YiSM-blossom5.1-40B/
RichardErkhov/allknowingroger_-_Yunconglong-13B-slerp-gguf,allknowingroger/Yunconglong-13B-slerp/
bartowski/G2-9B-Aletheia-v1-GGUF,allura-org/G2-9B-Aletheia-v1
bartowski/G2-9B-Sugarquill-v0-GGUF,allura-org/G2-9B-Sugarquill-v0
bartowski/MN-12b-RP-Ink-GGUF,allura-org/MN-12b-RP-Ink
RichardErkhov/allura-org_-_MoE-Girl_400MA_1BT-gguf,allura-org/MoE-Girl_400MA_1BT/
RichardErkhov/allura-org_-_MoE-Girl-800MA-3BT-gguf,allura-org/MoE-Girl-800MA-3BT/
bartowski/MS-Meadowlark-22B-GGUF,allura-org/MS-Meadowlark-22B
bartowski/Qwen2.5-32b-RP-Ink-GGUF,allura-org/Qwen2.5-32b-RP-Ink
bartowski/Teleut-7b-GGUF,allura-org/Teleut-7b
bartowski/Teleut-7b-RP-GGUF,allura-org/Teleut-7b-RP
MaziyarPanahi/TQ2.5-14B-Aletheia-v1-GGUF,allura-org/TQ2.5-14B-Aletheia-v1
bartowski/TQ2.5-14B-Aletheia-v1-GGUF,allura-org/TQ2.5-14B-Aletheia-v1
MaziyarPanahi/TQ2.5-14B-Neon-v1-GGUF,allura-org/TQ2.5-14B-Neon-v1
bartowski/TQ2.5-14B-Neon-v1-GGUF,allura-org/TQ2.5-14B-Neon-v1
bartowski/TQ2.5-14B-Sugarquill-v1-GGUF,allura-org/TQ2.5-14B-Sugarquill-v1
aistrosight/Neg-CamemBERT-bio,almanach/camembert-bio-base
RichardErkhov/alnrg2arg_-_blockchainlabs_7B_merged_test2_4_prune-8bits,alnrg2arg/blockchainlabs_7B_merged_test2_4_prune/
RichardErkhov/alnrg2arg_-_blockchainlabs_7B_merged_test2_4_prune-4bits,alnrg2arg/blockchainlabs_7B_merged_test2_4_prune/
RichardErkhov/alnrg2arg_-_blockchainlabs_7B_merged_test2_4_prune-gguf,alnrg2arg/blockchainlabs_7B_merged_test2_4_prune/
RichardErkhov/alnrg2arg_-_blockchainlabs_7B_merged_test2_4-gguf,alnrg2arg/blockchainlabs_7B_merged_test2_4/
RichardErkhov/alnrg2arg_-_blockchainlabs_tinyllama_fusion_LHK_yunkong_v2-gguf,alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong_v2/
RichardErkhov/alnrg2arg_-_blockchainlabs_tinyllama_fusion_LHK_yunkong-gguf,alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong/
RichardErkhov/alnrg2arg_-_test_wanda_240109-gguf,alnrg2arg/test_wanda_240109/
RichardErkhov/alnrg2arg_-_test-gguf,alnrg2arg/test/
RichardErkhov/alnrg2arg_-_test2_3-gguf,alnrg2arg/test2_3/
RichardErkhov/alnrg2arg_-_test2-gguf,alnrg2arg/test2/
RichardErkhov/alonzogarbanzo_-_Bloom-1b7-dialogsum-IT-baseline-gguf,alonzogarbanzo/Bloom-1b7-dialogsum-IT-baseline/
RichardErkhov/alonzogarbanzo_-_Bloom-1b7-dialogsum-gguf,alonzogarbanzo/Bloom-1b7-dialogsum/
RichardErkhov/alonzogarbanzo_-_Bloom-1b7-ropes-Cont-IT-Step2-gguf,alonzogarbanzo/Bloom-1b7-ropes-Cont-IT-Step2/
TheBloke/bun_mistral_7b_v2-GPTQ,aloobun/bun_mistral_7b_v2
TheBloke/bun_mistral_7b_v2-GGUF,aloobun/bun_mistral_7b_v2
TheBloke/bun_mistral_7b_v2-AWQ,aloobun/bun_mistral_7b_v2
RichardErkhov/aloobun_-_bun_mistral_7b_v2-4bits,aloobun/bun_mistral_7b_v2/
RichardErkhov/aloobun_-_bun_mistral_7b_v2-8bits,aloobun/bun_mistral_7b_v2/
MaziyarPanahi/CosmicBun-8B-GGUF,aloobun/CosmicBun-8B
RichardErkhov/aloobun_-_CosmicBun-8B-gguf,aloobun/CosmicBun-8B/
RichardErkhov/aloobun_-_Cypher-7B-gguf,aloobun/Cypher-7B/
RichardErkhov/aloobun_-_Cypher-Mini-1.8B-gguf,aloobun/Cypher-Mini-1.8B/
RichardErkhov/aloobun_-_d-Qwen1.5-0.5B-gguf,aloobun/d-Qwen1.5-0.5B/
RichardErkhov/aloobun_-_d-Qwen1.5-0.5B-8bits,aloobun/d-Qwen1.5-0.5B/
RichardErkhov/aloobun_-_d-Qwen1.5-0.5B-4bits,aloobun/d-Qwen1.5-0.5B/
RichardErkhov/aloobun_-_d-Qwen1.5-0.5B-awq,aloobun/d-Qwen1.5-0.5B/
RichardErkhov/aloobun_-_d-Qwen2-0.5B-gguf,aloobun/d-Qwen2-0.5B/
RichardErkhov/aloobun_-_open-llama-3b-v2-elmv3-gguf,aloobun/open-llama-3b-v2-elmv3/
RichardErkhov/aloobun_-_open-llama-3b-v2-elmv3-8bits,aloobun/open-llama-3b-v2-elmv3/
RichardErkhov/aloobun_-_open-llama-3b-v2-elmv3-4bits,aloobun/open-llama-3b-v2-elmv3/
RichardErkhov/aloobun_-_Reyna-CoT-4B-v0.1-gguf,aloobun/Reyna-CoT-4B-v0.1/
RichardErkhov/aloobun_-_Reyna-CoT-4B-v0.1-8bits,aloobun/Reyna-CoT-4B-v0.1/
RichardErkhov/aloobun_-_Reyna-CoT-4B-v0.1-4bits,aloobun/Reyna-CoT-4B-v0.1/
RichardErkhov/aloobun_-_Reyna-Mini-1.8B-v0.1-gguf,aloobun/Reyna-Mini-1.8B-v0.1/
RichardErkhov/aloobun_-_Reyna-Mini-1.8B-v0.2-gguf,aloobun/Reyna-Mini-1.8B-v0.2/
RichardErkhov/aloobun_-_Synch-Qwen1.5-1.8B-gguf,aloobun/Synch-Qwen1.5-1.8B/
RichardErkhov/aloobun_-_TinyAiroboros-2.2.1-awq,aloobun/TinyAiroboros-2.2.1/
RichardErkhov/Alpaca618_-_deploy-test-awq,Alpaca618/deploy-test/
RichardErkhov/Alpaca69B_-_phi-2-absa-semeval-2016-gguf,Alpaca69B/phi-2-absa-semeval-2016/
RichardErkhov/Alpaca69B_-_phi2-all-app-reviews-absa-gguf,Alpaca69B/phi2-all-app-reviews-absa/
RichardErkhov/Alphacode-AI_-_Alphacode-MALI-11B_slowtest-gguf,Alphacode-AI/Alphacode-MALI-11B_slowtest/
RichardErkhov/Alphacode-AI_-_Alphacode-MALI-11B-gguf,Alphacode-AI/Alphacode-MALI-11B/
RichardErkhov/Alphacode-AI_-_Alphallama3-8B_v2-gguf,Alphacode-AI/Alphallama3-8B_v2/
RichardErkhov/Alphacode-AI_-_Alphallama3-8B-gguf,Alphacode-AI/Alphallama3-8B/
RichardErkhov/Alphacode-AI_-_AlphaMist7B-slr-v1-gguf,Alphacode-AI/AlphaMist7B-slr-v1/
RichardErkhov/Alphacode-AI_-_AlphaMist7B-slr-v2-gguf,Alphacode-AI/AlphaMist7B-slr-v2/
RichardErkhov/Alphacode-AI_-_AlphaMist7B-slr-v3-gguf,Alphacode-AI/AlphaMist7B-slr-v3/
RichardErkhov/Alphacode-AI_-_AlphaMist7B-slr-v4-slow-gguf,Alphacode-AI/AlphaMist7B-slr-v4-slow/
RichardErkhov/Alphacode-AI_-_AlphaMist7B-slr-v4-slow2-gguf,Alphacode-AI/AlphaMist7B-slr-v4-slow2/
RichardErkhov/alpharomercoma_-_gemma-2b-instruct-ft-coding-interview-awq,alpharomercoma/gemma-2b-instruct-ft-coding-interview/
RichardErkhov/alpharomercoma_-_gemma-2b-instruct-ft-qna-gguf,alpharomercoma/gemma-2b-instruct-ft-qna/
RichardErkhov/alpindale_-_gemma-2b-it-gguf,alpindale/gemma-2b-it/
RichardErkhov/alpindale_-_gemma-2b-it-8bits,alpindale/gemma-2b-it/
RichardErkhov/alpindale_-_gemma-2b-it-4bits,alpindale/gemma-2b-it/
RichardErkhov/alpindale_-_gemma-2b-gguf,alpindale/gemma-2b/
RichardErkhov/alpindale_-_gemma-2b-4bits,alpindale/gemma-2b/
RichardErkhov/alpindale_-_gemma-2b-8bits,alpindale/gemma-2b/
TheBloke/goliath-120b-AWQ,alpindale/goliath-120b
TheBloke/goliath-120b-GPTQ,alpindale/goliath-120b
TheBloke/goliath-120b-GGUF,alpindale/goliath-120b
RichardErkhov/alpindale_-_Llama-3.2-1B-Instruct-awq,alpindale/Llama-3.2-1B-Instruct/
RichardErkhov/alpindale_-_Llama-3.2-1B-Instruct-gguf,alpindale/Llama-3.2-1B-Instruct/
RichardErkhov/alpindale_-_Llama-3.2-1B-awq,alpindale/Llama-3.2-1B/
RichardErkhov/alpindale_-_Llama-3.2-1B-gguf,alpindale/Llama-3.2-1B/
MaziyarPanahi/Llama-3.2-3B-GGUF,alpindale/Llama-3.2-3B
RichardErkhov/alpindale_-_Llama-3.2-3B-Instruct-8bits,alpindale/Llama-3.2-3B-Instruct/
RichardErkhov/alpindale_-_Llama-3.2-3B-Instruct-4bits,alpindale/Llama-3.2-3B-Instruct/
RichardErkhov/alpindale_-_Llama-3.2-3B-Instruct-gguf,alpindale/Llama-3.2-3B-Instruct/
RichardErkhov/alpindale_-_Llama-3.2-3B-gguf,alpindale/Llama-3.2-3B/
RichardErkhov/alpindale_-_Llama-Guard-3-1B-awq,alpindale/Llama-Guard-3-1B/
RichardErkhov/alpindale_-_Llama-Guard-3-1B-gguf,alpindale/Llama-Guard-3-1B/
bartowski/magnum-72b-v1-GGUF,alpindale/magnum-72b-v1
maldv/electric-mist-7b,alpindale/Mistral-7B-v0.2-hf
bartowski/Mistral-7B-v0.2-hf-exl2,alpindale/Mistral-7B-v0.2-hf/
bartowski/Mistral-7B-v0.2-hf-GGUF,alpindale/Mistral-7B-v0.2-hf/
RichardErkhov/alpindale_-_pygm-350m-experimental-awq,alpindale/pygm-350m-experimental/
RichardErkhov/alpindale_-_pygmalion-instruct-8bits,alpindale/pygmalion-instruct/
RichardErkhov/alpindale_-_pygmalion-instruct-gguf,alpindale/pygmalion-instruct/
RichardErkhov/alpindale_-_pygmalion-instruct-4bits,alpindale/pygmalion-instruct/
FuturisticVibes/WizardLM-2-8x22B-8.0bpw-h8-exl2,alpindale/WizardLM-2-8x22B
LiteLLMs/WizardLM-2-8x22B-GGUF,alpindale/WizardLM-2-8x22B
RichardErkhov/alquimista888_-_remedycure-awq,alquimista888/remedycure/
RichardErkhov/alrang_-_matchup_llama3_1b_merge-awq,alrang/matchup_llama3_1b_merge/
solidrust/FinalFintetuning-XVIII-2x8B-AWQ,Alsebay/FinalFintetuning-XVIII-2x8B
solidrust/Inixion-2x8B-AWQ,Alsebay/Inixion-2x8B
solidrust/Kilo-2x8B-AWQ,Alsebay/Kilo-2x8B
solidrust/Lorge-2x7B-AWQ,Alsebay/Lorge-2x7B
solidrust/Lorge-2x7B-UAMM-AWQ,Alsebay/Lorge-2x7B-UAMM
solidrust/Narisumashi-11B-v1.5-AWQ,Alsebay/Narisumashi-11B-v1.5
RichardErkhov/Alsebay_-_Narisumashi-11B-v1.5-gguf,Alsebay/Narisumashi-11B-v1.5/
solidrust/Narumashi-11B-v0.9-AWQ,Alsebay/Narumashi-11B-v0.9
RichardErkhov/Alsebay_-_Narumashi-11B-v0.9-gguf,Alsebay/Narumashi-11B-v0.9/
RichardErkhov/Alsebay_-_Narumashi-RT-11B-gguf,Alsebay/Narumashi-RT-11B/
solidrust/NarumashiRTS-7B-V2-1-AWQ,Alsebay/NarumashiRTS-7B-V2-1
solidrust/NaruMOE-3x7B-v2-AWQ,Alsebay/NaruMOE-3x7B-v2
solidrust/Nutopia-7B-AWQ,Alsebay/Nutopia-7B
solidrust/RainyMotip-2x7B-AWQ,Alsebay/RainyMotip-2x7B
RichardErkhov/altomek_-_Lo101-3B-AnD-gguf,altomek/Lo101-3B-AnD/
RichardErkhov/altomek_-_YiSM-34B-0rn-gguf,altomek/YiSM-34B-0rn/
bartowski/Mistral-7B-v0.1-ORPO-GGUF,alvarobartt/Mistral-7B-v0.1-ORPO
bartowski/Mistral-7B-v0.1-ORPO-exl2,alvarobartt/Mistral-7B-v0.1-ORPO
RichardErkhov/alvinooi03_-_math_model_tuned_10-gguf,alvinooi03/math_model_tuned_10/
RichardErkhov/alvinooi03_-_math_model_tuned_12-gguf,alvinooi03/math_model_tuned_12/
RichardErkhov/alvinooi03_-_math_model_tuned_5-gguf,alvinooi03/math_model_tuned_5/
RichardErkhov/alvinooi03_-_math_model_tuned_7-gguf,alvinooi03/math_model_tuned_7/
RichardErkhov/alvinooi03_-_math_model_tuned_9-gguf,alvinooi03/math_model_tuned_9/
RichardErkhov/alvinooi03_-_trained_math_model_merged_1-gguf,alvinooi03/trained_math_model_merged_1/
RichardErkhov/alvinooi03_-_trained_math_model_merged_2-gguf,alvinooi03/trained_math_model_merged_2/
RichardErkhov/Amala02_-_seasonSales-gguf,Amala02/seasonSales/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-1024-1ep-awq,amang1802/Llama3.2-1B-summary-length-1024-1ep/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp2-awq,amang1802/Llama3.2-1B-summary-length-exp2/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp4-awq,amang1802/Llama3.2-1B-summary-length-exp4/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp5-awq,amang1802/Llama3.2-1B-summary-length-exp5/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp6.1-awq,amang1802/Llama3.2-1B-summary-length-exp6.1/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp6-awq,amang1802/Llama3.2-1B-summary-length-exp6/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp7.1-awq,amang1802/Llama3.2-1B-summary-length-exp7.1/
RichardErkhov/amang1802_-_Llama3.2-1B-summary-length-exp7-awq,amang1802/Llama3.2-1B-summary-length-exp7/
RichardErkhov/amanm10000_-_llama-3.2-3b-it-Ecommerce-ChatBot-gguf,amanm10000/llama-3.2-3b-it-Ecommerce-ChatBot/
RichardErkhov/amarendhar0607_-_gemma-2-2b-it_lora_gen_it_5892s-ft-gguf,amarendhar0607/gemma-2-2b-it_lora_gen_it_5892s-ft/
RichardErkhov/amarendhar0607_-_gemma-2-9b-it_lora_Q4_1300s-ft-gguf,amarendhar0607/gemma-2-9b-it_lora_Q4_1300s-ft/
RichardErkhov/amarendhar0607_-_gemma-2b-it-ft-gguf,amarendhar0607/gemma-2b-it-ft/
RichardErkhov/amazingvince_-_bitllama-goodwiki-awq,amazingvince/bitllama-goodwiki/
RichardErkhov/amazingvince_-_Not-WizardLM-2-7B-4bits,amazingvince/Not-WizardLM-2-7B/
RichardErkhov/amazingvince_-_Not-WizardLM-2-7B-gguf,amazingvince/Not-WizardLM-2-7B/
RichardErkhov/amazingvince_-_Not-WizardLM-2-7B-8bits,amazingvince/Not-WizardLM-2-7B/
solidrust/openhermes-7b-dpo-AWQ,amazingvince/openhermes-7b-dpo
solidrust/Aura_Uncensored_8B-AWQ,amazingvince/openhermes-7b-dpo
RichardErkhov/amazingvince_-_openhermes-7b-dpo-gguf,amazingvince/openhermes-7b-dpo/
solidrust/Yoda-WizardLM-2.3-7B-AWQ,amazingvince/Yoda-WizardLM-2.3-7B
RichardErkhov/amazingvince_-_zephyr-1.1b-sft-full-awq,amazingvince/zephyr-1.1b-sft-full/
RichardErkhov/amazingvince_-_zephyr-smol_llama-100m-dpo-full-gguf,amazingvince/zephyr-smol_llama-100m-dpo-full/
RichardErkhov/amazingvince_-_zephyr-smol_llama-100m-sft-full-4bits,amazingvince/zephyr-smol_llama-100m-sft-full/
RichardErkhov/amazingvince_-_zephyr-smol_llama-100m-sft-full-8bits,amazingvince/zephyr-smol_llama-100m-sft-full/
RichardErkhov/amazon_-_MegaBeam-Mistral-7B-300k-gguf,amazon/MegaBeam-Mistral-7B-300k/
TheBloke/MistralLite-7B-GPTQ,amazon/MistralLite
TheBloke/MistralLite-7B-AWQ,amazon/MistralLite
TheBloke/MistralLite-7B-GGUF,amazon/MistralLite
bartowski/MistralLite-exl2,amazon/MistralLite
RichardErkhov/ambrosfitz_-_gemma-history-chat_v0.1-awq,ambrosfitz/gemma-history-chat_v0.1/
RichardErkhov/ambrosfitz_-_opt-history-v2-awq,ambrosfitz/opt-history-v2/
RichardErkhov/ambrosfitz_-_TinyLlama-1.1B-Chat-yawp-gguf,ambrosfitz/TinyLlama-1.1B-Chat-yawp/
RichardErkhov/ambrosfitz_-_TinyLlama-1.1B-Chat-yawp-awq,ambrosfitz/TinyLlama-1.1B-Chat-yawp/
RichardErkhov/ambrosfitz_-_TinyLlama-1.1B-Chat-yawp-4bits,ambrosfitz/TinyLlama-1.1B-Chat-yawp/
RichardErkhov/ambrosfitz_-_TinyLlama-1.1B-Chat-yawp-8bits,ambrosfitz/TinyLlama-1.1B-Chat-yawp/
RichardErkhov/ambrosfitz_-_tinyllama-history-awq,ambrosfitz/tinyllama-history/
bartowski/AMD-Llama-135m-GGUF,amd/AMD-Llama-135m
bartowski/AMD-Llama-135m-code-GGUF,amd/AMD-Llama-135m-code
RichardErkhov/amd_-_AMD-Llama-135m-code-gguf,amd/AMD-Llama-135m-code/
RichardErkhov/amd_-_AMD-Llama-135m-gguf,amd/AMD-Llama-135m/
bartowski/AMD-OLMo-1B-GGUF,amd/AMD-OLMo-1B
bartowski/AMD-OLMo-1B-SFT-GGUF,amd/AMD-OLMo-1B-SFT
bartowski/AMD-OLMo-1B-SFT-DPO-GGUF,amd/AMD-OLMo-1B-SFT-DPO
RichardErkhov/amd_-_Meta-Llama-3-8B_fp8_quark-gguf,amd/Meta-Llama-3-8B_fp8_quark/
RichardErkhov/AmeerH_-_FPT-Base-gguf,AmeerH/FPT-Base/
RichardErkhov/AmeerH_-_Mistral-Math-2x7b-mix-gguf,AmeerH/Mistral-Math-2x7b-mix/
RichardErkhov/Americo_-_uma_model_pretrained_GEMMA_V2-gguf,Americo/uma_model_pretrained_GEMMA_V2/
RichardErkhov/amgadhasan_-_Llama-3.1-8B-Instruct-gguf,amgadhasan/Llama-3.1-8B-Instruct/
RichardErkhov/amgadhasan_-_Meta-Llama-3.1-8B-Instruct-gguf,amgadhasan/Meta-Llama-3.1-8B-Instruct/
RichardErkhov/amichalski2_-_tinyllama-email-model-full-gguf,amichalski2/tinyllama-email-model-full/
RichardErkhov/amichalski2_-_tinyllama-email-model-full-4bits,amichalski2/tinyllama-email-model-full/
RichardErkhov/amichalski2_-_tinyllama-email-model-full-8bits,amichalski2/tinyllama-email-model-full/
RichardErkhov/amichalski2_-_tinyllama-email-model-full-awq,amichalski2/tinyllama-email-model-full/
